strom name,READING YEAR,READING MONTH,READING DAY,READING HOUR,"latitude, _location of storm center","longitude, _location of storm center",storm's status,_Saffir-Simpson storm category #,wind speed (knots),pressure (_millibars)
Josephine,1990,9,28,18,21.6,-41.6,tropical depression,-1,25,1012
Josephine,1990,9,29,0,22,-42.1,tropical depression,-1,25,1012
Josephine,1990,9,29,6,22.5,-42.8,tropical depression,-1,25,1012
Josephine,1990,9,29,12,23.1,-43.6,tropical depression,-1,25,1010
Josephine,1990,9,29,18,23.8,-44.3,tropical depression,-1,30,1009
Josephine,1990,9,30,0,24.5,-45,tropical depression,-1,30,1009
Josephine,1990,9,30,6,25.5,-45.4,tropical depression,-1,30,1009
Josephine,1990,9,30,12,26.7,-45.5,tropical depression,-1,30,1009
Josephine,1990,9,30,18,27.8,-45.3,tropical depression,-1,30,1009
Josephine,1990,10,1,0,28.5,-44.8,tropical depression,-1,30,1009
Josephine,1990,10,1,6,29.1,-43.8,tropical depression,-1,30,1007
Josephine,1990,10,1,12,29.6,-42.4,tropical storm,0,35,1005
Josephine,1990,10,1,18,29.9,-41.1,tropical storm,0,35,1005
Josephine,1990,10,2,0,30,-40,tropical storm,0,35,1005
Josephine,1990,10,2,6,30,-39.4,tropical storm,0,35,1004
Josephine,1990,10,2,12,29.8,-39.2,tropical storm,0,40,1003
Josephine,1990,10,2,18,29.6,-39.2,tropical storm,0,35,1005
Josephine,1990,10,3,0,29.4,-39.4,tropical storm,0,35,1005
Josephine,1990,10,3,6,29.1,-40,tropical storm,0,35,1005
Josephine,1990,10,3,12,28.6,-40.7,tropical storm,0,35,1005
Josephine,1990,10,3,18,28.3,-41.4,tropical storm,0,40,1003
Josephine,1990,10,4,0,28.2,-42.1,tropical storm,0,45,1000
Josephine,1990,10,4,6,28.5,-42.5,tropical storm,0,50,997
Josephine,1990,10,4,12,29,-42.6,tropical storm,0,55,994
Josephine,1990,10,4,18,29.5,-42.3,tropical storm,0,60,990
Josephine,1990,10,5,0,30,-41.5,hurricane,1,65,987
Josephine,1990,10,5,6,30.7,-40.5,hurricane,1,65,986
Josephine,1990,10,5,12,32.1,-39.3,hurricane,1,70,984
Josephine,1990,10,5,18,34.1,-38.4,hurricane,1,75,980
Josephine,1990,10,6,0,36.5,-38.5,hurricane,1,70,984
Josephine,1990,10,6,6,38.9,-40,hurricane,1,70,985
Josephine,1990,10,6,12,41,-42.9,tropical storm,0,60,990
Klaus,1990,10,3,12,15.6,-59.3,tropical depression,-1,30,1008
Klaus,1990,10,3,18,16.2,-59.6,tropical storm,0,35,1007
Klaus,1990,10,4,0,16.4,-59.8,tropical storm,0,45,1005
Klaus,1990,10,4,6,16.5,-60.1,tropical storm,0,50,997
Klaus,1990,10,4,12,16.6,-60.4,tropical storm,0,50,997
Klaus,1990,10,4,18,16.8,-60.7,tropical storm,0,55,997
Klaus,1990,10,5,0,16.9,-60.9,tropical storm,0,55,996
Klaus,1990,10,5,6,17,-61.1,tropical storm,0,60,993
Klaus,1990,10,5,12,17.2,-61.2,hurricane,1,70,985
Klaus,1990,10,5,18,17.4,-61.4,hurricane,1,70,991
Klaus,1990,10,6,0,17.7,-61.6,hurricane,1,65,992
Klaus,1990,10,6,6,18.1,-61.8,tropical storm,0,60,994
Klaus,1990,10,6,12,18.3,-62.1,tropical storm,0,60,995
Klaus,1990,10,6,18,18.6,-62.3,tropical storm,0,55,996
Klaus,1990,10,7,0,18.7,-62.7,tropical storm,0,55,998
Klaus,1990,10,7,6,18.8,-63.1,tropical storm,0,55,1000
Klaus,1990,10,7,12,18.9,-63.8,tropical storm,0,50,1001
Klaus,1990,10,7,18,19.2,-64.9,tropical storm,0,40,1004
Klaus,1990,10,8,0,19.7,-66.1,tropical depression,-1,30,1005
Klaus,1990,10,8,6,20.4,-67.5,tropical depression,-1,30,1005
Klaus,1990,10,8,12,21.1,-68.9,tropical storm,0,40,1005
Klaus,1990,10,8,18,21.9,-70.1,tropical storm,0,45,1004
Klaus,1990,10,9,0,22.6,-71.2,tropical storm,0,45,1004
Klaus,1990,10,9,6,23.4,-72.3,tropical storm,0,45,1006
Klaus,1990,10,9,12,24.5,-73.4,tropical storm,0,35,1007
Lili,1990,10,11,0,31.2,-55.9,hurricane,1,65,987
Lili,1990,10,11,6,31,-58.7,hurricane,1,65,987
Lili,1990,10,11,12,30.7,-61.3,hurricane,1,65,988
Lili,1990,10,11,18,30.3,-64.1,hurricane,1,65,990
Lili,1990,10,12,0,29.9,-66.4,hurricane,1,65,995
Lili,1990,10,12,6,29.8,-68.5,hurricane,1,65,995
Lili,1990,10,12,12,30.2,-70.3,hurricane,1,65,994
Lili,1990,10,12,18,30.9,-71.4,hurricane,1,65,993
Lili,1990,10,13,0,32.1,-72.1,hurricane,1,65,992
Lili,1990,10,13,6,33.2,-72.5,hurricane,1,65,992
Lili,1990,10,13,12,34.3,-72.4,tropical storm,0,60,995
Lili,1990,10,13,18,35.5,-72,tropical storm,0,50,997
Lili,1990,10,14,0,36.6,-71.3,tropical storm,0,50,996
Lili,1990,10,14,6,38,-69.7,tropical storm,0,50,995
Lili,1990,10,14,12,40,-67.5,tropical storm,0,50,995
Lili,1990,10,14,18,42.4,-65,tropical storm,0,45,995
Marco,1990,10,9,12,22.5,-79.5,tropical depression,-1,25,1004
Marco,1990,10,9,18,22.7,-80.7,tropical depression,-1,30,1002
Marco,1990,10,10,0,23.5,-81.4,tropical depression,-1,30,1000
Marco,1990,10,10,6,24.1,-82,tropical storm,0,35,996
Marco,1990,10,10,12,24.6,-82.4,tropical storm,0,40,998
Marco,1990,10,10,18,25.2,-82.5,tropical storm,0,45,994
Marco,1990,10,11,0,26,-82.6,tropical storm,0,50,993
Marco,1990,10,11,6,26.7,-82.6,tropical storm,0,55,989
Marco,1990,10,11,12,27.5,-82.8,tropical storm,0,50,994
Marco,1990,10,11,18,28.3,-83,tropical storm,0,40,998
Marco,1990,10,12,0,29.1,-83.1,tropical depression,-1,30,999
Marco,1990,10,12,6,30.7,-83,tropical depression,-1,20,1004
Nana,1990,10,16,0,22.2,-60.4,tropical depression,-1,25,1009
Nana,1990,10,16,6,22.3,-60.8,tropical depression,-1,30,1008
Nana,1990,10,16,12,22.3,-61.4,tropical depression,-1,30,1006
Nana,1990,10,16,18,22.1,-62.1,tropical storm,0,35,1005
Nana,1990,10,17,0,22.1,-62.5,tropical storm,0,40,1004
Nana,1990,10,17,6,22.1,-62.8,tropical storm,0,45,1003
Nana,1990,10,17,12,22.4,-63.2,tropical storm,0,55,1000
Nana,1990,10,17,18,22.8,-63.5,hurricane,1,65,995
Nana,1990,10,18,0,23.4,-63.6,hurricane,1,70,990
Nana,1990,10,18,6,24.1,-63.8,hurricane,1,75,990
Nana,1990,10,18,12,25,-64.2,hurricane,1,75,994
Nana,1990,10,18,18,26.1,-64.9,hurricane,1,70,994
Nana,1990,10,19,0,27.1,-65.7,hurricane,1,65,993
Nana,1990,10,19,6,27.9,-66.3,hurricane,1,70,992
Nana,1990,10,19,12,28.5,-66.9,hurricane,1,75,989
Nana,1990,10,19,18,28.9,-66.5,hurricane,1,70,991
Nana,1990,10,20,0,29.2,-66.2,tropical storm,0,60,998
Nana,1990,10,20,6,29.5,-65.8,tropical storm,0,50,1000
Nana,1990,10,20,12,29.6,-65.5,tropical storm,0,40,1003
Nana,1990,10,20,18,29.3,-65.4,tropical storm,0,35,1005
Nana,1990,10,21,0,28.8,-64.8,tropical depression,-1,30,1008
Nana,1990,10,21,6,28.8,-64.5,tropical depression,-1,25,1010
Nana,1990,10,21,12,27.7,-64.9,tropical depression,-1,20,1010
Ana,1991,7,2,18,31.3,-79.7,tropical depression,-1,25,1012
Ana,1991,7,3,0,31.5,-79,tropical depression,-1,25,1011
Ana,1991,7,3,6,32.5,-77.4,tropical depression,-1,25,1010
Ana,1991,7,3,12,33.9,-75.4,tropical depression,-1,30,1008
Ana,1991,7,3,18,35.2,-73.4,tropical depression,-1,30,1006
Ana,1991,7,4,0,36.2,-70.7,tropical storm,0,40,1003
Ana,1991,7,4,6,37.1,-67.8,tropical storm,0,45,1002
Ana,1991,7,4,12,37.6,-64.7,tropical storm,0,45,1001
Ana,1991,7,4,18,37.9,-61.1,tropical storm,0,45,1000
Ana,1991,7,5,0,38,-57.5,tropical storm,0,45,1001
Ana,1991,7,5,6,37.5,-54.2,tropical storm,0,40,1003
Ana,1991,7,5,12,37,-50.7,tropical storm,0,35,1005
Bob,1991,8,16,0,25.6,-74.3,tropical depression,-1,25,1014
Bob,1991,8,16,6,25.7,-74.9,tropical depression,-1,25,1012
Bob,1991,8,16,12,25.9,-75.4,tropical depression,-1,30,1010
Bob,1991,8,16,18,26.4,-75.8,tropical storm,0,35,1005
Bob,1991,8,17,0,27.1,-76.2,tropical storm,0,40,1003
Bob,1991,8,17,6,27.8,-76.5,tropical storm,0,45,998
Bob,1991,8,17,12,28.4,-76.9,tropical storm,0,55,996
Bob,1991,8,17,18,29,-77.1,hurricane,1,65,986
Bob,1991,8,18,0,29.7,-77,hurricane,1,70,980
Bob,1991,8,18,6,30.5,-76.9,hurricane,1,75,979
Bob,1991,8,18,12,31.5,-76.6,hurricane,1,80,974
Bob,1991,8,18,18,33,-76.1,hurricane,2,85,965
Bob,1991,8,19,0,34.6,-75.3,hurricane,2,95,957
Bob,1991,8,19,6,36.5,-74.5,hurricane,3,100,950
Bob,1991,8,19,12,38.9,-73,hurricane,2,95,953
Bob,1991,8,19,17,41.2,-71.6,hurricane,2,90,962
Bob,1991,8,19,18,41.4,-71.4,hurricane,2,85,964
Bob,1991,8,20,0,43.8,-69.6,tropical storm,0,60,977
Bob,1991,8,20,1,44.1,-69.1,tropical storm,0,60,981
Bob,1991,8,20,6,45.6,-67.6,tropical storm,0,50,987
Bob,1991,8,20,12,47,-65.5,tropical storm,0,45,998
AL041991,1991,8,24,12,14.5,-23.1,tropical depression,-1,25,1011
AL041991,1991,8,24,18,14.9,-23.9,tropical depression,-1,30,1009
AL041991,1991,8,25,0,15.2,-25.1,tropical depression,-1,30,1009
AL041991,1991,8,25,6,15.1,-26.4,tropical depression,-1,30,1010
AL041991,1991,8,25,12,14.9,-27.6,tropical depression,-1,30,1010
AL041991,1991,8,25,18,14.8,-28.6,tropical depression,-1,30,1010
AL041991,1991,8,26,0,14.7,-29.6,tropical depression,-1,25,1011
Claudette,1991,9,4,12,26.7,-55.9,tropical depression,-1,25,1014
Claudette,1991,9,4,18,26.8,-55.7,tropical depression,-1,30,1012
Claudette,1991,9,5,0,26.7,-55.6,tropical depression,-1,30,1010
Claudette,1991,9,5,6,26.5,-55.7,tropical depression,-1,30,1008
Claudette,1991,9,5,12,26.2,-56,tropical storm,0,35,1004
Claudette,1991,9,5,18,26,-56.5,tropical storm,0,40,1000
Claudette,1991,9,6,0,25.9,-57.1,tropical storm,0,50,994
Claudette,1991,9,6,6,26,-57.9,tropical storm,0,60,987
Claudette,1991,9,6,12,26.2,-58.8,hurricane,1,75,979
Claudette,1991,9,6,18,26.4,-59.7,hurricane,2,95,965
Claudette,1991,9,7,0,26.6,-60.3,hurricane,3,105,953
Claudette,1991,9,7,6,26.8,-61,hurricane,3,110,946
Claudette,1991,9,7,10,27,-61.5,hurricane,4,115,944
Claudette,1991,9,7,12,27.2,-61.7,hurricane,4,115,946
Claudette,1991,9,7,18,27.7,-62.4,hurricane,3,100,960
Claudette,1991,9,8,0,28.4,-62.8,hurricane,2,90,962
Claudette,1991,9,8,6,29.2,-63.1,hurricane,2,85,964
Claudette,1991,9,8,12,30,-63.3,hurricane,2,85,966
Claudette,1991,9,8,18,31,-63.2,hurricane,1,80,967
Claudette,1991,9,9,0,31.9,-62.5,hurricane,1,80,972
Claudette,1991,9,9,6,32.9,-61.4,hurricane,1,75,976
Claudette,1991,9,9,12,33.8,-60.5,hurricane,1,75,980
Claudette,1991,9,9,18,34.2,-59,hurricane,1,75,984
Claudette,1991,9,10,0,34.3,-57.4,hurricane,1,70,988
Claudette,1991,9,10,6,33.9,-56,tropical storm,0,60,991
Claudette,1991,9,10,12,33.5,-54,tropical storm,0,55,995
Claudette,1991,9,10,18,33.4,-51.8,tropical storm,0,45,998
Claudette,1991,9,11,0,33.6,-48.8,tropical storm,0,40,1001
Claudette,1991,9,11,6,33.9,-46.1,tropical storm,0,40,1004
Claudette,1991,9,11,12,34.3,-43.4,tropical storm,0,35,1006
Claudette,1991,9,11,18,34.5,-40.5,tropical depression,-1,30,1009
Claudette,1991,9,12,0,34.5,-38.3,tropical depression,-1,30,1010
Claudette,1991,9,12,6,34.2,-36.5,tropical depression,-1,30,1011
Claudette,1991,9,12,12,33.9,-34.7,tropical depression,-1,30,1012
Danny,1991,9,7,0,10.4,-25.8,tropical depression,-1,25,1010
Danny,1991,9,7,6,10.2,-27.5,tropical depression,-1,25,1009
Danny,1991,9,7,12,10,-29.2,tropical depression,-1,25,1008
Danny,1991,9,7,18,9.8,-30.6,tropical depression,-1,30,1008
Danny,1991,9,8,0,9.7,-32,tropical depression,-1,30,1007
Danny,1991,9,8,6,9.8,-33.4,tropical depression,-1,30,1006
Danny,1991,9,8,12,10.3,-35,tropical storm,0,35,1005
Danny,1991,9,8,18,10.8,-36.5,tropical storm,0,40,1004
Danny,1991,9,9,0,11.3,-37.9,tropical storm,0,40,1002
Danny,1991,9,9,6,11.8,-39.6,tropical storm,0,45,1000
Danny,1991,9,9,12,12.5,-41.5,tropical storm,0,45,999
Danny,1991,9,9,18,13.4,-43.4,tropical storm,0,45,999
Danny,1991,9,10,0,14.2,-45.2,tropical storm,0,45,998
Danny,1991,9,10,6,14.9,-47.3,tropical storm,0,45,999
Danny,1991,9,10,12,15.3,-49.7,tropical storm,0,45,999
Danny,1991,9,10,18,15.7,-52.1,tropical storm,0,40,1000
Danny,1991,9,11,0,15.8,-54.1,tropical storm,0,35,1002
Danny,1991,9,11,6,15.9,-56.1,tropical storm,0,35,1005
Danny,1991,9,11,12,16,-58.1,tropical depression,-1,30,1010
Erika,1991,9,8,18,24.2,-49.1,tropical depression,-1,25,1011
Erika,1991,9,9,0,25.4,-50,tropical depression,-1,25,1010
Erika,1991,9,9,6,26.8,-50.9,tropical depression,-1,30,1009
Erika,1991,9,9,12,27.8,-52.3,tropical depression,-1,30,1007
Erika,1991,9,9,18,29.3,-53.1,tropical storm,0,35,1005
Erika,1991,9,10,0,31.2,-51.7,tropical storm,0,40,1002
Erika,1991,9,10,6,33,-49.3,tropical storm,0,45,1000
Erika,1991,9,10,12,34.7,-46.1,tropical storm,0,50,998
Erika,1991,9,10,18,35.8,-42.5,tropical storm,0,50,997
Erika,1991,9,11,0,36.5,-38.7,tropical storm,0,50,997
Erika,1991,9,11,6,36.8,-35,tropical storm,0,50,998
Erika,1991,9,11,12,37,-31.9,tropical storm,0,45,1000
Erika,1991,9,11,18,37.1,-29.3,tropical storm,0,40,1003
Erika,1991,9,12,0,37.3,-27.2,tropical storm,0,35,1007
Erika,1991,9,12,3,37.7,-25.9,tropical storm,0,35,1009
Erika,1991,9,12,6,37.9,-25.2,tropical depression,-1,30,1009
Fabian,1991,10,15,0,18.9,-85.7,tropical depression,-1,25,1010
Fabian,1991,10,15,6,19.5,-85.1,tropical depression,-1,30,1008
Fabian,1991,10,15,12,20.3,-84.1,tropical storm,0,35,1007
Fabian,1991,10,15,18,21.2,-83.1,tropical storm,0,40,1006
Fabian,1991,10,15,21,21.5,-82.8,tropical storm,0,40,1004
Fabian,1991,10,16,0,22.4,-81.8,tropical storm,0,40,1004
Fabian,1991,10,16,6,23.9,-80.8,tropical storm,0,40,1002
Fabian,1991,10,16,8,24.5,-80.5,tropical storm,0,40,1002
Fabian,1991,10,16,12,25.2,-79.8,tropical storm,0,40,1007
AL101991,1991,10,24,12,13.4,-42.3,tropical depression,-1,25,1009
AL101991,1991,10,24,18,13.7,-43.6,tropical depression,-1,25,1009
AL101991,1991,10,25,0,13.8,-44.9,tropical depression,-1,25,1009
AL101991,1991,10,25,6,14,-46.4,tropical depression,-1,25,1009
AL101991,1991,10,25,12,14.1,-47.7,tropical depression,-1,25,1009
AL121991,1991,11,1,6,36.2,-68.5,tropical storm,0,55,993
AL121991,1991,11,1,12,37,-67,tropical storm,0,60,988
AL121991,1991,11,1,18,38.2,-66.5,hurricane,1,65,980
AL121991,1991,11,2,0,39.5,-65.7,hurricane,1,65,981
AL121991,1991,11,2,6,41.6,-64.7,tropical storm,0,60,988
AL121991,1991,11,2,12,44,-63.6,tropical storm,0,50,996
AL121991,1991,11,2,14,44.6,-63.5,tropical storm,0,45,998
AL121991,1991,11,2,18,46.3,-62.6,tropical depression,-1,30,1005
AL021992,1992,6,25,12,24.5,-85.5,tropical depression,-1,25,1009
AL021992,1992,6,25,18,25.7,-85.5,tropical depression,-1,30,1007
AL021992,1992,6,26,0,27,-84.5,tropical depression,-1,30,1007
AL021992,1992,6,26,6,27.6,-84,tropical depression,-1,30,1007
AL021992,1992,6,26,12,28.5,-82.9,tropical depression,-1,30,1007
AL031992,1992,7,24,18,28.6,-62.1,tropical depression,-1,25,1016
AL031992,1992,7,25,0,28.8,-62.7,tropical depression,-1,30,1016
AL031992,1992,7,25,6,29.1,-62.8,tropical depression,-1,30,1016
AL031992,1992,7,25,12,29.5,-62.7,tropical depression,-1,30,1015
AL031992,1992,7,25,18,29.8,-62.2,tropical depression,-1,30,1016
AL031992,1992,7,26,0,30.2,-61.3,tropical depression,-1,25,1016
AL031992,1992,7,26,6,30.8,-59.9,tropical depression,-1,25,1016
AL031992,1992,7,26,12,31.2,-58,tropical depression,-1,20,1016
Andrew,1992,8,16,18,10.8,-35.5,tropical depression,-1,25,1010
Andrew,1992,8,17,0,11.2,-37.4,tropical depression,-1,30,1009
Andrew,1992,8,17,6,11.7,-39.6,tropical depression,-1,30,1008
Andrew,1992,8,17,12,12.3,-42,tropical storm,0,35,1006
Andrew,1992,8,17,18,13.1,-44.2,tropical storm,0,35,1003
Andrew,1992,8,18,0,13.6,-46.2,tropical storm,0,40,1002
Andrew,1992,8,18,6,14.1,-48,tropical storm,0,45,1001
Andrew,1992,8,18,12,14.6,-49.9,tropical storm,0,45,1000
Andrew,1992,8,18,18,15.4,-51.8,tropical storm,0,45,1000
Andrew,1992,8,19,0,16.3,-53.5,tropical storm,0,45,1001
Andrew,1992,8,19,6,17.2,-55.3,tropical storm,0,45,1002
Andrew,1992,8,19,12,18,-56.9,tropical storm,0,45,1005
Andrew,1992,8,19,18,18.8,-58.3,tropical storm,0,45,1007
Andrew,1992,8,20,0,19.8,-59.3,tropical storm,0,40,1011
Andrew,1992,8,20,6,20.7,-60,tropical storm,0,40,1013
Andrew,1992,8,20,12,21.7,-60.7,tropical storm,0,40,1015
Andrew,1992,8,20,18,22.5,-61.5,tropical storm,0,40,1014
Andrew,1992,8,21,0,23.2,-62.4,tropical storm,0,45,1014
Andrew,1992,8,21,6,23.9,-63.3,tropical storm,0,45,1010
Andrew,1992,8,21,12,24.4,-64.2,tropical storm,0,50,1007
Andrew,1992,8,21,18,24.8,-64.9,tropical storm,0,50,1004
Andrew,1992,8,22,0,25.3,-65.9,tropical storm,0,55,1000
Andrew,1992,8,22,6,25.6,-67,hurricane,1,65,994
Andrew,1992,8,22,12,25.8,-68.3,hurricane,1,80,981
Andrew,1992,8,22,18,25.7,-69.7,hurricane,2,95,969
Andrew,1992,8,23,0,25.6,-71.1,hurricane,3,110,961
Andrew,1992,8,23,6,25.5,-72.5,hurricane,4,130,947
Andrew,1992,8,23,12,25.4,-74.2,hurricane,5,145,933
Andrew,1992,8,23,18,25.4,-75.8,hurricane,5,150,922
Andrew,1992,8,23,21,25.4,-76.6,hurricane,5,140,923
Andrew,1992,8,24,0,25.4,-77.5,hurricane,4,125,930
Andrew,1992,8,24,1,25.4,-77.8,hurricane,4,130,931
Andrew,1992,8,24,6,25.4,-79.3,hurricane,4,130,937
Andrew,1992,8,24,8,25.5,-80.2,hurricane,5,145,926
Andrew,1992,8,24,9,25.5,-80.3,hurricane,5,145,922
Andrew,1992,8,24,12,25.6,-81.2,hurricane,4,115,951
Andrew,1992,8,24,18,25.8,-83.1,hurricane,4,115,947
Andrew,1992,8,25,0,26.2,-85,hurricane,4,115,943
Andrew,1992,8,25,6,26.6,-86.7,hurricane,4,115,948
Andrew,1992,8,25,12,27.2,-88.2,hurricane,4,120,946
Andrew,1992,8,25,18,27.8,-89.6,hurricane,4,125,941
Andrew,1992,8,26,0,28.5,-90.5,hurricane,4,125,937
Andrew,1992,8,26,6,29.2,-91.3,hurricane,4,120,955
Andrew,1992,8,26,8,29.6,-91.5,hurricane,3,100,956
Andrew,1992,8,26,12,30.1,-91.7,hurricane,1,80,973
Andrew,1992,8,26,18,30.9,-91.6,tropical storm,0,50,991
Andrew,1992,8,27,0,31.5,-91.1,tropical storm,0,35,995
Andrew,1992,8,27,6,32.1,-90.5,tropical depression,-1,30,997
Andrew,1992,8,27,12,32.8,-89.6,tropical depression,-1,30,998
Andrew,1992,8,27,18,33.6,-88.4,tropical depression,-1,25,999
Andrew,1992,8,28,0,34.4,-86.7,tropical depression,-1,20,1000
Andrew,1992,8,28,6,35.4,-84,tropical depression,-1,20,1000
Bonnie,1992,9,17,18,33.8,-59,tropical depression,-1,30,1009
Bonnie,1992,9,18,0,33.5,-58.3,tropical depression,-1,30,1008
Bonnie,1992,9,18,6,33.7,-58,tropical storm,0,35,1005
Bonnie,1992,9,18,12,34,-57.9,tropical storm,0,45,1000
Bonnie,1992,9,18,18,34.3,-58.1,hurricane,1,65,988
Bonnie,1992,9,19,0,34.2,-57.8,hurricane,1,75,980
Bonnie,1992,9,19,6,34.4,-57.4,hurricane,1,80,976
Bonnie,1992,9,19,12,34.7,-57.1,hurricane,2,85,973
Bonnie,1992,9,19,18,35.2,-56.8,hurricane,2,90,970
Bonnie,1992,9,20,0,35.6,-56.6,hurricane,2,90,970
Bonnie,1992,9,20,6,36.1,-56.2,hurricane,2,85,973
Bonnie,1992,9,20,12,36.5,-56,hurricane,2,85,974
Bonnie,1992,9,20,18,36.8,-55.5,hurricane,2,85,973
Bonnie,1992,9,21,0,37,-54.6,hurricane,2,90,972
Bonnie,1992,9,21,6,37.2,-53.8,hurricane,2,90,970
Bonnie,1992,9,21,12,37.3,-53,hurricane,2,90,968
Bonnie,1992,9,21,18,37.5,-52.3,hurricane,2,95,965
Bonnie,1992,9,22,0,37.7,-51.5,hurricane,2,95,966
Bonnie,1992,9,22,6,37.7,-51.2,hurricane,2,95,967
Bonnie,1992,9,22,12,37.8,-51,hurricane,2,90,968
Bonnie,1992,9,22,18,37.8,-50.9,hurricane,2,90,969
Bonnie,1992,9,23,0,37.7,-50.7,hurricane,2,90,970
Bonnie,1992,9,23,6,37.6,-50.7,hurricane,2,85,972
Bonnie,1992,9,23,12,37.6,-50.8,hurricane,2,85,974
Bonnie,1992,9,23,18,37.5,-51,hurricane,1,80,977
Bonnie,1992,9,24,0,37.5,-51.1,hurricane,1,75,979
Bonnie,1992,9,24,6,37.5,-51.2,hurricane,1,70,983
Bonnie,1992,9,24,12,37.4,-51.4,hurricane,1,65,987
Bonnie,1992,9,24,18,37.2,-51.5,tropical storm,0,60,995
Bonnie,1992,9,25,0,36.8,-51.8,tropical storm,0,55,995
Bonnie,1992,9,25,6,36.3,-51.8,tropical storm,0,45,1000
Bonnie,1992,9,25,12,35.7,-51.8,tropical storm,0,40,1005
Bonnie,1992,9,25,18,35.1,-51.8,tropical storm,0,35,1007
Bonnie,1992,9,26,0,34.6,-51.7,tropical depression,-1,30,1009
Bonnie,1992,9,26,6,34.1,-51.3,tropical depression,-1,30,1009
Bonnie,1992,9,26,12,33.8,-50.8,tropical depression,-1,30,1008
Bonnie,1992,9,26,18,33.3,-49.9,tropical storm,0,35,1006
Bonnie,1992,9,27,0,33.2,-48.4,tropical storm,0,35,1005
Bonnie,1992,9,27,6,33.1,-46.9,tropical storm,0,40,1003
Bonnie,1992,9,27,12,33,-45.4,tropical storm,0,40,1001
Bonnie,1992,9,27,18,33,-44,tropical storm,0,45,999
Bonnie,1992,9,28,0,33.1,-43,tropical storm,0,50,996
Bonnie,1992,9,28,6,33.4,-42,tropical storm,0,55,994
Bonnie,1992,9,28,12,33.9,-41,tropical storm,0,60,993
Bonnie,1992,9,28,18,34.5,-39.8,tropical storm,0,60,992
Bonnie,1992,9,29,0,35,-38.5,tropical storm,0,60,992
Bonnie,1992,9,29,6,35.2,-37.6,tropical storm,0,60,993
Bonnie,1992,9,29,12,35.5,-36.6,tropical storm,0,55,994
Bonnie,1992,9,29,18,36.1,-34.8,tropical storm,0,55,995
Bonnie,1992,9,30,0,36.6,-32.1,tropical storm,0,55,995
Bonnie,1992,9,30,6,37.3,-29.4,tropical storm,0,55,995
Bonnie,1992,9,30,12,38.4,-26.4,tropical storm,0,50,997
Bonnie,1992,9,30,18,39,-24.2,tropical storm,0,40,1002
Charley,1992,9,21,18,30,-33,tropical depression,-1,25,1012
Charley,1992,9,22,0,30.3,-33.6,tropical depression,-1,30,1011
Charley,1992,9,22,6,30.9,-33.8,tropical depression,-1,30,1009
Charley,1992,9,22,12,31.6,-34,tropical storm,0,35,1005
Charley,1992,9,22,18,32.5,-34,tropical storm,0,45,1000
Charley,1992,9,23,0,33.4,-34.2,tropical storm,0,55,995
Charley,1992,9,23,6,34.1,-34.4,tropical storm,0,60,991
Charley,1992,9,23,12,34.7,-34.5,hurricane,1,65,987
Charley,1992,9,23,18,35.2,-34.6,hurricane,1,75,981
Charley,1992,9,24,0,35.6,-34.6,hurricane,2,85,975
Charley,1992,9,24,6,35.8,-34.5,hurricane,2,90,970
Charley,1992,9,24,12,36,-34.3,hurricane,2,90,967
Charley,1992,9,24,18,36.1,-34.1,hurricane,2,95,965
Charley,1992,9,25,0,36.1,-33.8,hurricane,2,95,967
Charley,1992,9,25,6,36,-33.6,hurricane,2,90,970
Charley,1992,9,25,12,35.9,-33.4,hurricane,2,85,973
Charley,1992,9,25,18,35.9,-33.2,hurricane,1,75,976
Charley,1992,9,26,0,35.9,-32.8,hurricane,1,70,979
Charley,1992,9,26,6,36.1,-32.3,hurricane,1,65,980
Charley,1992,9,26,12,36.3,-31.5,hurricane,1,65,980
Charley,1992,9,26,18,36.6,-30.6,hurricane,1,65,980
Charley,1992,9,27,0,37.2,-29.4,tropical storm,0,60,980
Charley,1992,9,27,6,38,-28,tropical storm,0,55,980
Charley,1992,9,27,12,39,-26.3,tropical storm,0,55,981
Danielle,1992,9,22,12,32.5,-74.6,tropical depression,-1,30,1009
Danielle,1992,9,22,18,32.8,-74.2,tropical storm,0,45,1006
Danielle,1992,9,23,0,33.6,-73.8,tropical storm,0,45,1005
Danielle,1992,9,23,6,34.1,-73.5,tropical storm,0,45,1005
Danielle,1992,9,23,12,34.3,-73.2,tropical storm,0,40,1005
Danielle,1992,9,23,18,34.3,-73.1,tropical storm,0,40,1006
Danielle,1992,9,24,0,34,-73,tropical storm,0,40,1006
Danielle,1992,9,24,6,33.8,-73.1,tropical storm,0,40,1005
Danielle,1992,9,24,12,33.9,-73.3,tropical storm,0,40,1005
Danielle,1992,9,24,18,34.1,-73.8,tropical storm,0,40,1005
Danielle,1992,9,25,0,34.3,-74.3,tropical storm,0,45,1004
Danielle,1992,9,25,6,34.9,-74.8,tropical storm,0,45,1004
Danielle,1992,9,25,12,35.9,-75.2,tropical storm,0,55,1001
Danielle,1992,9,25,18,37,-75.4,tropical storm,0,55,1007
Danielle,1992,9,25,22,37.8,-75.5,tropical storm,0,55,1007
Danielle,1992,9,26,0,38.3,-75.6,tropical storm,0,40,1008
Danielle,1992,9,26,6,39.6,-75.9,tropical storm,0,35,1010
Danielle,1992,9,26,12,40.5,-76.5,tropical depression,-1,25,1014
